sentence1,sentence2,score,split,score_norm
Una hembra adulta está cortando algunas verduras.,La mujer está cortando el ajo en cubitos.,2.8,train,0.5599999999999999
Una mujer está cortando algunas verduras.,La hembra adulta está cortando el ajo en cubitos.,2.8,train,0.5599999999999999
Un tejón está cavando un agujero.,Un tejón está cavando la tierra.,4.6,train,0.92
Un tejón está cavando un cavidad.,Un tejón está cavando la suelo.,4.6,train,0.92
Una mujer está haciendo esquí acuático en un lago.,Un hombre está tocando una flauta.,0.0,train,0.0
Una mujer está haciendo esquí acuático en un lago.,Un humanidad está tocando una flauta.,0.0,train,0.0
Una mujer está haciendo esquí acuático en un lago.,Un marido está tocando una flauta.,0.0,train,0.0
Una chica está tocando un violín.,Un bebé está riendo y riéndose.,0.25,train,0.05
Una niña está tocando un violín.,Un bebé está riendo y riéndose.,0.25,train,0.05
Una pareja está tocando un violín.,Un bebé está riendo y riéndose.,0.25,train,0.05
Un helicóptero está aterrizando en un helipuerto.,Un helicóptero aterriza.,3.923,train,0.7846
Una mujer está cortando un pollo.,Una mujer está cortando carne.,2.75,train,0.55
Una hembra adulta está cortando un mozo.,Una mujer está cortando forma.,2.75,train,0.55
Una mujer está cortando un pepino.,Un hombre está tocando una guitarra.,0.0,train,0.0
Una hembra adulta está cortando un pepino.,Un hombre está tocando una guitarra.,0.0,train,0.0
Una mujer monta un elefante frente a una multitud que la adora.,Una mujer monta un elefante.,3.0,train,0.6
Una hembra adulta monta un elephantidae frente a una multitud que la adora.,Una hembra adulta monta un elefante.,3.0,train,0.6
Una hembra adulta monta un elephantidae primera fila a una barbaridad que la adora.,Una hembra adulta monta un elephantidae.,3.0,train,0.6
Un cachorro se desliza hacia atrás por el suelo.,Un cachorro se empuja a sí mismo hacia atrás.,3.8,train,0.76
Un cachorro se desliza hacia atrás por el pompis.,Un cachorro se empuja a sí mismo hacia atrás.,3.8,train,0.76
Una mujer parte los dientes de ajo.,Una mujer está rompiendo una cabeza de ajo en dientes.,4.6,train,0.92
Una hembra adulta parte los dientes de ajo.,Una hembra adulta está rompiendo una primera fila de ajo en dientes.,4.6,train,0.92
Un perro está mirando la piscina.,Un perro está caminando por el borde de una piscina.,2.6,train,0.52
Un can está mirando la piscina.,Un can está caminando por el borde de una pileta.,2.6,train,0.52
Un can está mirando la piscina.,Un can está caminando por el extremo de una piscina.,2.6,train,0.52
Una mujer mezcla un tratamiento de belleza en un vaso.,Una mujer está mezclando una crema en un vaso con una cuchara.,3.6,train,0.72
Una hembra adulta mezcla un tratamiento de corrección en un vaso.,Una hembra adulta está mezclando una crema en un vaso con una cuchara.,3.6,train,0.72
Una mujer mezcla un tratamiento de justicia en un vaso.,Una hembra adulta está mezclando una crema en un vaso con una cuchara.,3.6,train,0.72
Un hombre está haciendo un dibujo.,Una persona está dibujando.,3.6,train,0.72
Un hombre está haciendo un diseño.,Una persona está dibujando.,3.6,train,0.72
Un humanidad está haciendo un dibujo.,Una persona está dibujando.,3.6,train,0.72
Una mujer está recogiendo tomates.,Una mujer está vertiendo la masa en un tazón.,1.0,train,0.2
Una mujer está recogiendo tomates.,Una mujer está vertiendo la ejército en un tazón.,1.0,train,0.2
Una hembra adulta está recogiendo tomates.,Una mujer está vertiendo la masa en un tazón.,1.0,train,0.2
Un hombre está mirando el monitor de un ordenador.,Un hombre está usando un portátil.,2.75,train,0.55
Un hombre está mirando el monitor de un procesador.,Un mundo está usando un portátil.,2.75,train,0.55
Un hombre está mirando el pantalla de ordenador de un computadora.,Un marido está usando un portátil.,2.75,train,0.55
El chico está montando un triciclo.,Una mujer está montando un scooter acuático.,1.25,train,0.25
El alevín está montando un triciclo.,Una mujer está montando un scooter acuático.,1.25,train,0.25
Dos hombres compiten en una carrera de neumáticos.,Dos personas voltearon los neumáticos de un tractor en una carrera.,2.75,train,0.55
Dos hombres compiten en una enredo de neumáticos.,Dos personas voltearon los neumáticos de un tractor en una carrera.,2.75,train,0.55
Dos hombres compiten en una carrera de neumáticos.,Dos pueblo voltearon los neumáticos de un tractor en una carrera.,2.75,train,0.55
Una persona está cortando una carne.,Una persona que monta un toro mecánico,0.0,train,0.0
Una persona está cortando una carne.,Una humano que monta un toro mecánico,0.0,train,0.0
Una alguno está cortando una figura.,Una alguno que monta un toro mecánico,0.0,train,0.0
Un hombre está tocando un violín.,Una mujer está usando una máquina de coser.,0.0,train,0.0
Un hombre está tocando un violín.,Una mujer está usando una auto de coser.,0.0,train,0.0
Un varón está tocando un violín.,Una mujer está usando una máquina de coser.,0.0,train,0.0
El bebé gateó por la puerta.,Un bebé está gateando por el suelo.,2.4,train,0.48
El bebé gateó por la seguro.,Un bebé está gateando por el pandero.,2.4,train,0.48
El bebé gateó por la portal.,Un bebé está gateando por el suelo.,2.4,train,0.48
Un hombre está tocando el teclado.,Una persona está tocando el piano.,2.2,train,0.44
Un hombre está tocando el teclado.,Una criatura está tocando el piano.,2.2,train,0.44
Un hombre está oliendo dos pizzas.,Una mujer está alimentando a un hombre.,0.2,train,0.04
Un esposo está oliendo dos pizzas.,Una mujer está alimentando a un mundo.,0.2,train,0.04
Un hombre está oliendo dos pizzas.,Una hembra adulta está alimentando a un hombre.,0.2,train,0.04
Un mono tira de la cola de un perro.,Un mono está molestando a un perro en el zoológico.,2.8,train,0.5599999999999999
Un mono tira de la cola de un perro.,Un mono está molestando a un can en el zoológico.,2.8,train,0.5599999999999999
Un overol tira de la cola de un perro.,Un overol está molestando a un can en el zoológico.,2.8,train,0.5599999999999999
Un perro se acuesta de espaldas en un suelo de madera.,Un perro está tirado en el suelo.,4.0,train,0.8
Un can se acuesta de espaldas en un grupa de madera.,Un can está tirado en el nalga.,4.0,train,0.8
Un can se acuesta de espaldas en un tuje de madera.,Un perro está tirado en el tierra firme.,4.0,train,0.8
Una mujer está friendo algo en la sartén.,Un hombre está tocando su guitarra.,0.0,train,0.0
Una hembra adulta está friendo algo en la sartén.,Un esposo está tocando su guitarra.,0.0,train,0.0
Un hombre pone condimentos en un tazón de agua.,El hombre añadió condimento al agua en un tazón.,5.0,train,1.0
Un hombre pone condimentos en un tazón de agua.,El hombre añadió condimento al agua de lluvia en un tazón.,5.0,train,1.0
Un esposo pone condimentos en un tazón de agua.,El marido añadió aliño al agua en un tazón.,5.0,train,1.0
Una anciana está echando aceite en una sartén.,Un hombre atado se está metiendo en el agua.,0.0,train,0.0
Una anciana está echando aceite en una sartén.,Un varón atado se está metiendo en el ho.,0.0,train,0.0
Una abuela está echando aceite en una sartén.,Un marido atado se está metiendo en el ho.,0.0,train,0.0
Una mujer está cortando una cebolla.,Una mujer está cortando parcialmente en la mitad de una cebolla.,3.2,train,0.64
Una hembra adulta está cortando una cebolla.,Una mujer está cortando parcialmente en la mitad de una cebolla.,3.2,train,0.64
La mujer recogió el canguro.,Una mujer lleva un canguro.,3.5,train,0.7
La hembra adulta recogió el canguro.,Una mujer lleva un canguro.,3.5,train,0.7
La mujer recogió el canguro.,Una hembra adulta lleva un canguro.,3.5,train,0.7
Un perro mordiendo una lata.,Un perro abre una lata de comida.,1.75,train,0.35
Un can mordiendo una palo.,Un can abre una lata de dieta.,1.75,train,0.35
Un perro mordiendo una molestia.,Un can abre una escándalo de nutriente.,1.75,train,0.35
Una mujer está deshuesando un pez.,Un hombre atrapa un pez.,1.25,train,0.25
Una mujer está deshuesando un pisces.,Un hombre atrapa un pez.,1.25,train,0.25
Una hembra adulta está deshuesando un pez.,Un esposo atrapa un pez.,1.25,train,0.25
Un hombre está cortando la hierba.,Un hombre está rompiendo el hormigón.,0.833,train,0.1666
Un varón está cortando la hierba.,Un hombre está rompiendo el hormigón.,0.833,train,0.1666
Un humanidad está cortando la brevaje.,Un humanidad está rompiendo el hormigón.,0.833,train,0.1666
Un gato está viendo la televisión.,Un hombre está cortando un permiso.,0.0,train,0.0
Un felis silvestris catus está viendo la televisión.,Un mundo está cortando un autorización.,0.0,train,0.0
Un gato está viendo la tele.,Un varón está cortando un permiso.,0.0,train,0.0
El chico está atrapado en la puerta de la perrera.,Un niño está atrapado en una casa de perro.,3.75,train,0.75
El chico está atrapado en la seguro de la perrera.,Un hijo está atrapado en una pensión de perro.,3.75,train,0.75
El chiqelo está atrapado en la seguro de la perrera.,Un mozo está atrapado en una casa de perro.,3.75,train,0.75
La gente se tira a una piscina.,Los hombres están cayendo en una piscina.,2.75,train,0.55
La gente se tira a una pileta.,Los hombres están cayendo en una piscina.,2.75,train,0.55
La gente se tira a una natatorio.,Los hombres están cayendo en una pileta.,2.75,train,0.55
Una mujer nada bajo el agua.,Una mujer está nadando.,3.8,train,0.76
Una mujer nada bajo el masa de agua.,Una hembra adulta está nadando.,3.8,train,0.76
Una hembra adulta nada bajo el agua de lluvia.,Una mujer está nadando.,3.8,train,0.76
Un hombre está tocando una guitarra.,Una mujer está bailando.,0.2,train,0.04
Un hombre está tocando una guitarra.,Una hembra adulta está bailando.,0.2,train,0.04
Un avión está volando en el aire.,Un avión de South African Airways está volando en un cielo azul.,3.4,train,0.6799999999999999
Un aeroplano está volando en el aire.,Un aeroplano de South African Airways está volando en un edén azul.,3.4,train,0.6799999999999999
Un aeroplano está volando en el viento.,Un avión de South African Airways está volando en un cielo azul.,3.4,train,0.6799999999999999
Un oso está huyendo de dos perros.,Un oso está luchando contra los lobos.,1.4,train,0.2799999999999999
Un ursidae está huyendo de dos perros.,Un ursidae está luchando contra los lobos.,1.4,train,0.2799999999999999
Una mujer está descansando en una balsa flotante.,Una mujer se relaja en una cámara de aire.,3.8,train,0.76
Una mujer está descansando en una balsa flotante.,Una hembra adulta se relaja en una cámara de gracia.,3.8,train,0.76
Una hembra adulta está descansando en una patera flotante.,Una hembra adulta se relaja en una cinematógrafo de gracia.,3.8,train,0.76
Un hombre está muriendo en un quirófano.,Un hombre está besando a una mujer en el escenario.,0.4,train,0.08
Un marido está muriendo en un quirófano.,Un humanidad está besando a una hembra adulta en el escenario.,0.4,train,0.08
Un hombre está muriendo en un quirófano.,Un mundo está besando a una hembra adulta en el escenario.,0.4,train,0.08
Un hombre está sosteniendo una hoja.,Una mujer está viendo la televisión.,0.0,train,0.0
Un marido está sosteniendo una follaje.,Una hembra adulta está viendo la televisión.,0.0,train,0.0
Un hombre está sosteniendo una pliego.,Una hembra adulta está viendo la televisor.,0.0,train,0.0
Una persona está montando a caballo.,Una mujer está cortando patatas.,0.0,train,0.0
Una persona está montando a caballería montada.,Una mujer está cortando patatas.,0.0,train,0.0
Una persona está montando a caballería montada.,Una hembra adulta está cortando patatas.,0.0,train,0.0
Una mujer está cortando pulpo.,Un hombre está tocando la guitarra.,0.0,train,0.0
Una hembra adulta está cortando pulpo.,Un hombre está tocando la guitarra.,0.0,train,0.0
Una hembra adulta está cortando pulpo.,Un esposo está tocando la guitarra.,0.0,train,0.0
Un hombre está rompiendo jarras de agua.,Una mujer está pelando el ajo.,0.2,train,0.04
Un mundo está rompiendo jarras de agua.,Una hembra adulta está pelando el ajo.,0.2,train,0.04
Un hombre está rompiendo jarras de agua.,Una hembra adulta está pelando el ajo.,0.2,train,0.04
Un hombre está tocando una guitarra.,Una mujer está cortando vegetales.,0.0,train,0.0
Una chica está comiendo una magdalena.,Un hombre está cortando un pepino.,0.0,train,0.0
Una chica está comiendo una magdalena.,Un varón está cortando un pepino.,0.0,train,0.0
La pequeña niña jugaba en el césped con un perro y una pelota.,Un bebé juega con un perro y una pelota.,3.8,train,0.76
La pequeña pequeña jugaba en el césped con un can y una smoothie.,Un bebé juega con un perro y una balón.,3.8,train,0.76
La pequeña jovencita jugaba en el césped con un can y una balón.,Un bebé juega con un perro y una balón.,3.8,train,0.76
La gente monta y rema una balsa.,Cuatro personas están flotando en una balsa.,2.25,train,0.45
La personas monta y rema una balsa.,Cuatro gente están flotando en una almadía.,2.25,train,0.45
La señora cortó una patata.,Un hombre está cortando una patata.,2.4,train,0.48
La sra cortó una almeja.,Un hombre está cortando una chocho.,2.4,train,0.48
La señora cortó una patata.,Un hombre está cortando una chichi.,2.4,train,0.48
El misil explotó.,Un cohete explotó.,3.2,train,0.64
Un perro está jugando en la nieve.,Un perro está manoseando una mosca en la alfombra antes que él.,1.6,train,0.32
Un can está jugando en la nieve.,Un can está manoseando una mosca en la alfombra antes que él.,1.6,train,0.32
Un perro está jugando en la nieve.,Un can está manoseando una mosca en la alfombra antes que él.,1.6,train,0.32
Una mujer está bailando con otras mujeres.,Una mujer está triturando pollo.,0.4,train,0.08
Una hembra adulta está bailando con otras mujeres.,Una mujer está triturando pollo.,0.4,train,0.08
Una mujer está bailando con otras mujeres.,Una hembra adulta está triturando imberbe.,0.4,train,0.08
Un chico está empujando una furgoneta.,Una persona está cortando un tomate.,0.0,train,0.0
Un garzón está empujando una furgoneta.,Una persona está cortando un tomate.,0.0,train,0.0
Un chico está haciendo algunos pasos de baile.,Un chico está sirviendo algo de una jarra.,0.4,train,0.08
Un garzón está haciendo algunos pasos de baile.,Un chico está sirviendo algo de una jarra.,0.4,train,0.08
Una mujer está abriendo un refresco y bebiéndolo.,Una mujer está montada en un elefante.,0.6,train,0.12
Una hembra adulta está abriendo un refresco y bebiéndolo.,Una mujer está montada en un elefante.,0.6,train,0.12
Una hembra adulta está abriendo un refresco y bebiéndolo.,Una hembra adulta está montada en un elefante.,0.6,train,0.12
Un hombre está ensamblando las piezas del altavoz.,Un hombre está tocando la guitarra.,1.0,train,0.2
Un humanidad está ensamblando las piezas del altavoz de intercomunicador.,Un mundo está tocando la guitarra.,1.0,train,0.2
Un mundo está ensamblando las piezas del altavoz de intercomunicador.,Un hombre está tocando la guitarra.,1.0,train,0.2
El perro caminó por el borde de la piscina.,Un perro está caminando por una piscina.,4.6,train,0.92
El can caminó por el borde de la natatorio.,Un can está caminando por una natatorio.,4.6,train,0.92
El perro caminó por el límite de la pileta.,Un can está caminando por una natatorio.,4.6,train,0.92
La mantequilla se está poniendo en un tazón.,Un hombre cortando mantequilla en un tazón para mezclar.,4.25,train,0.85
Los mapaches están comiendo.,Un hombre está comiendo.,1.5,train,0.3
Los mapaches están comiendo.,Un varón está comiendo.,1.5,train,0.3
Alguien se cayó de un caballo.,Un hombre es derribado de un caballo.,3.5,train,0.7
Ser humano se cayó de un heroína.,Un hombre es derribado de un caballería.,3.5,train,0.7
Alguien se cayó de un heroína.,Un varón es derribado de un caballería.,3.5,train,0.7
Una mujer pela una manzana.,"Un hombre hace ""wheelies"" en una motocicleta.",0.0,train,0.0
Una hembra adulta pela una manzana.,"Un marido hace ""wheelies"" en una motocicleta.",0.0,train,0.0
Una hembra adulta pela una manzana.,"Un hombre hace ""wheelies"" en una motocicleta.",0.0,train,0.0
Un hombre está tomando algunas clases de matemáticas.,Un hombre está enjuagando un filete.,0.0,train,0.0
Un hombre está tomando algunas clases de matemáticas.,Un hombre está enjuagando un lemnisco.,0.0,train,0.0
Un mundo está tomando algunas clases de ciencias exactas.,Un humanidad está enjuagando un lemnisco.,0.0,train,0.0
Los animales están jugando en el agua.,Dos hombres están jugando al ping pong.,0.0,train,0.0
Los animales están jugando en el lluvia.,Dos hombres están jugando al ping pong.,0.0,train,0.0
Un hombre está montando a caballo y saltando sobre los obstáculos.,Un hombre está pateando una pelota de fútbol.,0.333,train,0.0666
Un mundo está montando a heroína y saltando sobre los obstáculos.,Un marido está pateando una pelota de fútbol.,0.333,train,0.0666
Un mundo está montando a caballo y saltando sobre los obstáculos.,Un hombre está pateando una balón de fútbol.,0.333,train,0.0666
Una persona está haciendo trucos de lápiz con su mano.,Una persona está cortando las zanahorias por la mitad.,0.333,train,0.0666
Una persona está haciendo trucos de lápiz con su mano.,Una persona está cortando las zanahorias por la parte.,0.333,train,0.0666
Una persona está haciendo trucos de lápiz con su recubrimiento.,Una persona está cortando las zanahorias por la mitad.,0.333,train,0.0666
La persona prendió fuego a las cámaras.,Una persona está quemando cámaras.,3.333,train,0.6666000000000001
El hombre está cortando la cinta de la caja.,Un hombre está abriendo una caja.,4.333,train,0.8666
El hombre está cortando la cinta de la caja.,Un humanidad está abriendo una cubierta.,4.333,train,0.8666
El humanidad está cortando la cinta de la cubierta.,Un hombre está abriendo una caja.,4.333,train,0.8666
Un hombre está pescando en el río.,Un hombre está cantando mientras camina por la acera.,0.8,train,0.16
Un esposo está pescando en el corriente.,Un hombre está cantando mientras camina por la acera.,0.8,train,0.16
Un mundo está pescando en el torrente.,Un hombre está cantando mientras camina por la acera.,0.8,train,0.16
Un hombre está montando en bicicleta.,Una mujer está bailando en la calle.,0.2,train,0.04
Un humanidad está montando en bicicleta.,Una hembra adulta está bailando en la calle.,0.2,train,0.04
Un hombre está montando en bicicleta.,Una hembra adulta está bailando en la calle.,0.2,train,0.04
Un hombre está haciendo flexiones.,Una mujer está cortando un pulpo.,0.0,train,0.0
Un hombre está haciendo flexiones.,Una hembra adulta está cortando un pulpo.,0.0,train,0.0
Un humanidad está haciendo flexiones.,Una mujer está cortando un pulpo.,0.0,train,0.0
Un hombre está tocando la guitarra.,Una mujer está cortando un poco de cerdo.,0.0,train,0.0
Un esposo está tocando la guitarra.,Una mujer está cortando un poco de cerdo.,0.0,train,0.0
El niño está cantando y tocando la guitarra.,Un bebé está tocando una guitarra.,2.8,train,0.5599999999999999
El chico está cantando y tocando la guitarra.,Un bebé está tocando una guitarra.,2.8,train,0.5599999999999999
Una mujer se está empolvando la cara.,La mujer está golpeando sus dedos en la mesa.,0.8,train,0.16
Una hembra adulta se está empolvando la rostro humano.,La hembra adulta está golpeando sus dedos en la cocina.,0.8,train,0.16
Una mujer se está empolvando la cara.,La mujer está golpeando sus dedos en la cocina.,0.8,train,0.16
Una mujer está pelando una patata.,Un león está caminando por ahí.,0.0,train,0.0
Una hembra adulta está pelando una patata.,Un león está caminando por ahí.,0.0,train,0.0
Una mujer está disparando un rifle.,Un hombre está haciendo acrobacias.,0.25,train,0.05
Una mujer está disparando un fusil.,Un mundo está haciendo volteretas.,0.25,train,0.05
Una mujer está disparando un fusil.,Un hombre está haciendo volteretas.,0.25,train,0.05
Una mujer pone una guirnalda sobre los hombros de un hombre.,Un hombre vierte agua sobre la cabeza de un piloto.,0.5,train,0.1
Una hembra adulta pone una guirnalda sobre los hombros de un hombre.,Un marido vierte agua sobre la cabeza de un aeronauta.,0.5,train,0.1
Una hembra adulta pone una guirnalda sobre los hombros de un varón.,Un esposo vierte lluvia sobre la cabeza de un piloto.,0.5,train,0.1
Una anciana le da la mano a un hombre.,Un hombre y una mujer se dan la mano.,3.75,train,0.75
Una abuela le da la pie a un hombre.,Un hombre y una hembra adulta se dan la recubrimiento.,3.75,train,0.75
Una anciana le da la mano a un marido.,Un mundo y una hembra adulta se dan la recubrimiento.,3.75,train,0.75
La mujer está haciendo esquí acuático.,Una mujer se está despertando en un lago.,1.75,train,0.35
Los árboles se están doblando en la tormenta.,Los árboles son golpeados por vientos muy fuertes.,2.667,train,0.5334
Los árboles se están doblando en la tormenta violenta.,Los árboles son golpeados por vientos muy fuertes.,2.667,train,0.5334
Un hombre y una mujer van en un coche.,Una mujer está friendo camarones.,0.4,train,0.08
Un hombre y una hembra adulta van en un coche.,Una mujer está friendo camarones.,0.4,train,0.08
Un hombre y una mujer van en un automotor.,Una hembra adulta está friendo camarones.,0.4,train,0.08
Un hombre está moviendo una rama de un árbol.,La mujer está tocando el violín.,0.0,train,0.0
Un mundo está moviendo una rama de un árbol.,La mujer está tocando el violín.,0.0,train,0.0
Un hombre toca el piano.,Una mujer está tocando el violín.,1.0,train,0.2
Un hombre toca el piano.,Una hembra adulta está tocando el violín.,1.0,train,0.2
Una persona vierte aceite en una sartén.,Una persona está cortando una cebolla en cubitos.,0.8,train,0.16
Una persona vierte aceite en una sartén.,Una criatura está cortando una cebolla en cubitos.,0.8,train,0.16
El animal está comiendo.,Una mujer está bailando.,0.0,train,0.0
El animal está comiendo.,Una hembra adulta está bailando.,0.0,train,0.0
El alcornoque está comiendo.,Una mujer está bailando.,0.0,train,0.0
La mujer está paseando a su perro.,Una mujer pasea a su perro por la calle.,4.0,train,0.8
La mujer está paseando a su perro.,Una hembra adulta pasea a su perro por la calle.,4.0,train,0.8
La mujer está paseando a su can.,Una mujer pasea a su perro por la calle.,4.0,train,0.8
Un grupo de gente canta.,Algunas personas están cantando.,5.0,train,1.0
Un círculo de pueblo canta.,Algunas personas están cantando.,5.0,train,1.0
Un grupo de gente canta.,Algunas gente están cantando.,5.0,train,1.0
El gato está bebiendo leche.,Un gato está lamiendo de un platillo de leche.,4.4,train,0.8800000000000001
Una chica está haciendo párpados.,Una mujer se está aplicando sombra de ojos.,2.0,train,0.4
Una chica está haciendo párpados.,Una hembra adulta se está aplicando wraith de ojos.,2.0,train,0.4
Una chica está haciendo párpados.,Una mujer se está aplicando oscuridad de ojos.,2.0,train,0.4
Dos hombres están luchando.,Dos hombres están luchando usando una forma de artes marciales.,2.8,train,0.5599999999999999
Dos hombres están luchando.,Dos hombres están luchando usando una forma de letras marciales.,2.8,train,0.5599999999999999
El oficial militar le ladró a los reclutas.,Un oficial está hablando con los reclutas.,2.5,train,0.5
El hombre está poniendo el pollo en el contenedor.,Un hombre está poniendo alimentos en una caja.,2.5,train,0.5
El hombre está poniendo el pollo en el contenedor.,Un hombre está poniendo alimentos en una caja de ascensor.,2.5,train,0.5
El hombre está poniendo el joven en el contenedor.,Un hombre está poniendo alimentos en una cubierta.,2.5,train,0.5
Un hombre está atado a una máquina de taquígrafos.,el hombre usó una taquigrafía.,2.25,train,0.45
Un hombre está atado a una automóvil de taquígrafos.,el mundo usó una estenografía.,2.25,train,0.45
Un hombre está atado a una vehículo de taquígrafos.,el esposo usó una taquigrafía.,2.25,train,0.45
Una mujer está añadiendo pasta a una olla de agua.,Una mujer está haciendo fideos.,3.6,train,0.72
Una mujer está añadiendo pasta a una olla de agua.,Una hembra adulta está haciendo fideos.,3.6,train,0.72
Una hembra adulta está añadiendo pasta a una olla de agua.,Una hembra adulta está haciendo fideos.,3.6,train,0.72
Una mujer está acostada en una manta sobre una roca y leyendo un libro.,Una mujer sentada está cantando una canción y tocando la guitarra también.,1.2,train,0.24
Una hembra adulta está acostada en una manta sobre una roca y leyendo un libro.,Una mujer sentada está cantando una tonada y tocando la guitarra también.,1.2,train,0.24
Una hembra adulta está acostada en una manta sobre una piedra y leyendo un libro.,Una hembra adulta sentada está cantando una melodía y tocando la guitarra también.,1.2,train,0.24
Dos cachorros están jugando entre ellos.,Algunos hombres están jugando al fútbol.,0.2,train,0.04
Un hombre está corriendo en un campo.,Un hombre sube por una cuerda.,1.0,train,0.2
Un esposo está corriendo en un campo.,Un hombre sube por una cordón.,1.0,train,0.2
Un hombre está corriendo en un horizonte.,Un hombre sube por una maroma.,1.0,train,0.2
Un hombre está abrazando a alguien.,Un hombre está tomando una foto.,0.4,train,0.08
Un mundo está abrazando a alguno.,Un varón está tomando una foto.,0.4,train,0.08
Alguien está vertiendo ingredientes en una olla.,Un hombre pone verduras en una olla.,2.8,train,0.5599999999999999
Mortal está vertiendo ingredientes en una olla.,Un hombre pone verduras en una olla.,2.8,train,0.5599999999999999
Humano está vertiendo ingredientes en una olla.,Un mundo pone verduras en una olla.,2.8,train,0.5599999999999999
Una pareja está caminando.,Algunos hombres están aserrando.,0.0,train,0.0
Una matrimonio está caminando.,Algunos hombres están aserrando.,0.0,train,0.0
Una persona está tocando una guitarra.,El hombre tocaba su guitarra.,3.0,train,0.6
Una alguien está tocando una guitarra.,El mundo tocaba su guitarra.,3.0,train,0.6
Una persona está tocando una guitarra.,El mundo tocaba su guitarra.,3.0,train,0.6
Una persona está añadiendo comida en una sartén.,Una mujer pone arroz en una cacerola.,3.0,train,0.6
Una alguien está añadiendo comida en una sartén.,Una hembra adulta pone arroz en una cacerola.,3.0,train,0.6
Una persona está añadiendo colación en una sartén.,Una mujer pone arroz en una cacerola.,3.0,train,0.6
Un grupo de pingüinos está caminando.,Una gran cantidad de pingüinos se dirigen al océano.,2.8,train,0.5599999999999999
Un banda de pingüinos está caminando.,Una gran cantidad de pingüinos se dirigen al mar.,2.8,train,0.5599999999999999
Un banda de pingüinos está caminando.,Una gran passel de pingüinos se dirigen al océano.,2.8,train,0.5599999999999999
Un hombre está tocando una guitarra.,Alguien está manejando un bollo.,0.0,train,0.0
Un esposo está tocando una guitarra.,Alguien está manejando un bollo.,0.0,train,0.0
Un varón está tocando una guitarra.,Alguien está manejando un bollo.,0.0,train,0.0
Un perro está saltando en un trampolín.,Un chico está tocando una guitarra.,0.0,train,0.0
Un can está saltando en un trampolín.,Un chico está tocando una guitarra.,0.0,train,0.0
Un hombre está sacudiendo un contenedor sobre el fregadero de la cocina.,Un hombre está vaciando un contenedor de plástico.,2.2,train,0.44
Un mundo está sacudiendo un contenedor sobre el pila de la arte culinario.,Un hombre está vaciando un contenedor de plástico.,2.2,train,0.44
Un varón está sacudiendo un contenedor sobre el fregadero de la arte culinario.,Un mundo está vaciando un contenedor de plástico.,2.2,train,0.44
Un hombre está caminando con un caballo.,Un hombre está llevando un caballo por su cabestro.,3.75,train,0.75
Un hombre está caminando con un caballo.,Un marido está llevando un caballería montada por su cabestro.,3.75,train,0.75
El papel se está cortando con tijeras.,Se está cortando un trozo de papel.,4.0,train,0.8
El papel se está cortando con tijeras.,Se está cortando un terrón de función.,4.0,train,0.8
El línea se está cortando con tijeras.,Se está cortando un trozo de papel.,4.0,train,0.8
Una persona pela camarones.,La señora peló los camarones.,3.5,train,0.7
Una persona pela camarones.,La sra peló los camarones.,3.5,train,0.7
Una individuo pela camarones.,La sra peló los camarones.,3.5,train,0.7
Un hombre está tocando una guitarra.,Un hombre intenta leer el periódico.,0.8,train,0.16
Un mundo está tocando una guitarra.,Un mundo intenta leer el periódico.,0.8,train,0.16
Un esposo está tocando una guitarra.,Un marido intenta interpretar el editor de periódico.,0.8,train,0.16
Un hombre haciendo una cama en un hotel.,Un hombre está sosteniendo un animal.,0.8,train,0.16
Un humanidad haciendo una cama en un hotel.,Un hombre está sosteniendo un animal.,0.8,train,0.16
Un hombre haciendo una cama en un hotel.,Un hombre está sosteniendo un tonto.,0.8,train,0.16
El perro tiró de la cola del perro y luego de su pierna.,Un mono tiró de la cola de un perro.,1.75,train,0.35
El perro tiró de la fondo del can y luego de su pierna.,Un simio tiró de la cola de un can.,1.75,train,0.35
El can tiró de la nalgas del can y luego de su pierna.,Un mono tiró de la rulé de un perro.,1.75,train,0.35
Una mujer bate dos huevos en un tazón.,Una persona está mezclando ingredientes en un tazón.,3.0,train,0.6
Una mujer bate dos huevos en un tazón.,Una alma está mezclando ingredientes en un tazón.,3.0,train,0.6
Una hembra adulta bate dos huevos en un tazón.,Una persona está mezclando ingredientes en un tazón.,3.0,train,0.6
Un hombre está saltando la cuerda afuera.,Una mujer está cortando un pepino.,0.0,train,0.0
Un varón está saltando la cuerda afuera.,Una mujer está cortando un pepino.,0.0,train,0.0
Un humanidad está saltando la cordel afuera.,Una mujer está cortando un pepino.,0.0,train,0.0
Una persona está cortando algunas cebollas.,Un hámster está cantando.,0.0,train,0.0
Una mujer sostiene un canguro.,Un hombre con sombrero canta una canción.,0.0,train,0.0
Una mujer sostiene un canguro.,Un hombre con sombrero canta una canto.,0.0,train,0.0
Una hembra adulta sostiene un canguro.,Un marido con sombrero canta una melodía.,0.0,train,0.0
Los jugadores de fútbol están pateando un balón de fútbol en la portería.,Un jugador de fútbol marca un gol.,3.8,train,0.76
Los jugadores de fútbol están pateando un pelota de fútbol en la portería.,Un apostador de fútbol marca un espíritu necrófago.,3.8,train,0.76
Los jugadores de fútbol están pateando un pelota de fútbol en la portería.,Un apostador de fútbol marca un tanto.,3.8,train,0.76
Una mujer está cocinando algo.,Una mujer está vertiendo ingredientes en una sartén.,3.2,train,0.64
