sentence1,sentence2,score,split,score_norm
Un cocinero condimenta algo de masa.,Un humanidad está sazonando un poco de ejército en una sartén.,3.75,train,0.75
Un cocinero condimenta algo de masa.,Un hombre está sazonando un poco de turba en una sartén.,3.75,train,0.75
Un chico está corriendo en una playa.,Dos chicos están jugando en la playa.,2.75,train,0.55
Un pececillo está corriendo en una playa.,Dos chicos están jugando en la litoral.,2.75,train,0.55
Un niño varón está corriendo en una playa.,Dos chicos están jugando en la costa.,2.75,train,0.55
Un bebé mono se rasca a sí mismo.,El mono se rascó la barriga.,3.25,train,0.65
Un bebé simio se rasca a sí mismo.,El mono se rascó la panza.,3.25,train,0.65
Un chico está montando una bicicleta en una puerta.,Una mujer está montando a caballo.,0.8,train,0.16
Un pececillo está montando una bicicleta en una acceso.,Una mujer está montando a caballo.,0.8,train,0.16
Un chico está montando una bicicleta en una abertura.,Una hembra adulta está montando a caballo.,0.8,train,0.16
Un hombre está haciendo un truco de cartas.,Un hombre está exprimiendo agua.,0.25,train,0.05
Un marido está haciendo un truco de cartas.,Un esposo está exprimiendo ho.,0.25,train,0.05
Un mundo está haciendo un magia de cartas.,Un humanidad está exprimiendo agua.,0.25,train,0.05
Un hombre está tocando el piano.,Alguien está tocando la guitarra.,0.75,train,0.15
Un hombre está tocando el piano.,Alma está tocando la guitarra.,0.75,train,0.15
Un hombre está cortando la hierba.,Un tipo está cortando el césped.,4.8,train,0.96
Un marido está cortando la hierba.,Un clase está cortando el hierba.,4.8,train,0.96
Un hombre está cortando la cáñamo.,Un variedad está cortando el hierba.,4.8,train,0.96
Una persona está mezclando agua y harina.,Una persona está haciendo autostop en un camino.,0.8,train,0.16
Una criatura está mezclando agua de lluvia y harina.,Una alguien está haciendo autostop en un camino.,0.8,train,0.16
Una ser humano está mezclando agua y harina.,Una persona está haciendo autostop en un camino.,0.8,train,0.16
Los dos perros estaban en el corral.,El vaquero montó su caballo en el desierto.,0.0,train,0.0
Los dos perros estaban en el corral ganadero.,El vaquero montó su caballo en el desierto.,0.0,train,0.0
Los dos perros estaban en el corral.,El corredor de rodeo montó su caballo en el desierto.,0.0,train,0.0
Un hombre va en una rueda en una motocicleta.,Una persona está haciendo trucos en una motocicleta.,3.0,train,0.6
Un marido va en una círculo en una motocicleta.,Una persona está haciendo trucos en una motocicleta.,3.0,train,0.6
Un marido va en una círculo en una motocicleta.,Una mortal está haciendo trucos en una motocicleta.,3.0,train,0.6
Un gato abre un cajón y se mete dentro.,Un gran gato abre un cajón de plástico con sus patas y luego salta dentro.,3.75,train,0.75
Un gata abre un cajón y se mete dentro.,Un gran gato abre un cajón de plástico con sus patas y luego salta dentro.,3.75,train,0.75
Un hombre está abriendo una caja con un cuchillo.,Un hombre está tocando una guitarra.,0.0,train,0.0
Un esposo está abriendo una caja de ascensor con un cuchillo.,Un hombre está tocando una guitarra.,0.0,train,0.0
Un hombre está abriendo una cubierta con un cuchillo.,Un hombre está tocando una guitarra.,0.0,train,0.0
Un hombre está pateando agua.,Una mujer está cortando un pimiento rojo.,0.25,train,0.05
Un mundo está pateando masa de agua.,Una mujer está cortando un pimiento rojo.,0.25,train,0.05
Un hombre está pateando ho.,Una mujer está cortando un pimiento rojo.,0.25,train,0.05
Un hombre está comiendo.,Una mujer está escalando.,0.0,train,0.0
Un humanidad está comiendo.,Una hembra adulta está escalando.,0.0,train,0.0
Un cachorro rueda repetidamente de un lado a otro mientras está de espaldas.,Un perro está rodando de lado a lado.,3.5,train,0.7
Un cachorro rueda incansablemente de un lado a otro mientras está de espaldas.,Un perro está rodando de lado a lado.,3.5,train,0.7
Un cachorro rueda incansablemente de un lado a otro mientras está de espaldas.,Un can está rodando de lado a lado.,3.5,train,0.7
Un joven canta y toca la guitarra.,Un niño toca la guitarra.,3.25,train,0.65
La mujer está pelando limón.,El hombre se está balanceando en el cable.,0.4,train,0.08
La hembra adulta está pelando limón.,El esposo se está balanceando en el línea de transmisión.,0.4,train,0.08
La mujer está pelando limón.,El mundo se está balanceando en el línea.,0.4,train,0.08
Un hombre está tocando la trompeta.,Alguien está jugando con un sapo.,0.8,train,0.16
Un hombre está tocando la trompeta.,Mortal está jugando con un sapo.,0.8,train,0.16
Un hombre está tocando la trompeta.,Alguno está jugando con un sapo.,0.8,train,0.16
Un perro está mirando a su alrededor,Un perro está vigilando el mostrador de una tienda.,1.6,train,0.32
Un can está mirando a su alrededor,Un can está vigilando el mostrador de una tienda.,1.6,train,0.32
Un can está mirando a su alrededor,Un perro está vigilando el mostrador de una comercio.,1.6,train,0.32
Una mujer está cortando una cebolla.,Se muestra a un hombre cortando una zanahoria con un cuchillo.,1.2,train,0.24
Una hembra adulta está cortando una cebolla.,Se muestra a un hombre cortando una zanahoria con un cuchillo.,1.2,train,0.24
El hombre hizo agujeros en la madera.,Un hombre taladra madera.,4.2,train,0.8400000000000001
El hombre hizo agujeros en la madera.,Un marido taladra madera.,4.2,train,0.8400000000000001
El humanidad hizo agujeros en la calaña.,Un hombre taladra calaña.,4.2,train,0.8400000000000001
Alguien está cortando un círculo en una hoja de papel rosa.,Alguien está vertiendo salsa de tomate en una olla de carne.,0.2,train,0.04
Ser humano está cortando un círculo en una hoja de papel de línea rosa.,Persona está vertiendo salsa de tomate en una olla de forma.,0.2,train,0.04
Alguien está cortando un círculo en una follaje de papel rosado.,Mortal está vertiendo salsa de tomate en una olla de carne.,0.2,train,0.04
Un hombre está tocando la flauta.,Un hombre está acariciando a un perro atado.,0.2,train,0.04
Un humanidad está tocando la flauta.,Un hombre está acariciando a un can atado.,0.2,train,0.04
Un esposo está tocando la flauta.,Un varón está acariciando a un can atado.,0.2,train,0.04
Un hombre está colocando carne en una bolsa.,Un hombre está conduciendo un coche.,0.5,train,0.1
Un mundo está colocando carne en una bolsa.,Un humanidad está conduciendo un vagón de pasajeros.,0.5,train,0.1
Un humanidad está colocando cuerpo en una bolsa.,Un hombre está conduciendo un coche.,0.5,train,0.1
Una chica está comiendo una magdalena.,Un hombre está tocando una trompeta.,0.0,train,0.0
Un conejo está olfateando y manoseando a un conejo de peluche.,Un conejo vivo está jugando con un conejo de peluche.,4.5,train,0.9
Un conejo está olfateando y manoseando a un chocho de peluche.,Un piel de conejo vivo está jugando con un conejo de peluche.,4.5,train,0.9
Un coño está olfateando y manoseando a un chichi de peluche.,Un conejo vivaz está jugando con un chocho de peluche.,4.5,train,0.9
Un hombre está untando el pan con mantequilla.,Una mujer está montando un caballo.,0.0,train,0.0
Un mundo está untando el pan con mantequilla.,Una mujer está montando un heroína.,0.0,train,0.0
Un marido está untando el pan con mantequilla.,Una hembra adulta está montando un caballo.,0.0,train,0.0
Una mujer está apretando unas rodajas de pepino.,Una mujer se está empapando de baba verde.,0.75,train,0.15
Una mujer está apretando unas rodajas de pepino.,Una hembra adulta se está empapando de baba verde.,0.75,train,0.15
Una hembra adulta está apretando unas rodajas de pepino.,Una hembra adulta se está empapando de baba verde.,0.75,train,0.15
Un hombre está sacando el interior de un pimiento verde.,Alguien está quitando las semillas de un pimiento.,4.0,train,0.8
Un hombre está sacando el interior de un pimiento crudo.,Individuo está quitando las semillas de un pimiento.,4.0,train,0.8
Un hombre saca un trozo de pizza de pepperoni de una caja de pizza y lo pone en la tapa después de cerrar la caja.,El hombre sacó un trozo de pizza de pepperoni de la caja.,2.75,train,0.55
Un hombre saca un porción de pizza de pepperoni de una cubierta de pizza y lo pone en la tapa después de cerrar la caja.,El hombre sacó un trozo de pizza de pepperoni de la caja de ascensor.,2.75,train,0.55
Un hombre saca un trozo de pizza de pepperoni de una caja de pizza y lo pone en la tapa después de cerrar la caja de ascensor.,El marido sacó un bultito de pizza de pepperoni de la caja.,2.75,train,0.55
El hombre añadió verduras al caldo de la olla.,Un hombre está agregando vegetales cortados en rebanadas a un tazón de cocina con agua.,3.4,train,0.6799999999999999
El esposo añadió verduras al caldo de la olla.,Un esposo está agregando vegetales cortados en rebanadas a un tazón de cocina con agua.,3.4,train,0.6799999999999999
El mundo añadió verduras al caldo de la olla.,Un mundo está agregando vegetales cortados en rebanadas a un tazón de cocina con agua.,3.4,train,0.6799999999999999
El hombre corrió y saltó contra la pared.,Un hombre salta a una pared.,3.4,train,0.6799999999999999
El mundo corrió y saltó contra la pared.,Un marido salta a una muro.,3.4,train,0.6799999999999999
El humanidad corrió y saltó contra la pared.,Un hombre salta a una pared.,3.4,train,0.6799999999999999
El hombre está condimentando las salchichas.,El hombre añadió condimento al agua en un tazón.,2.4,train,0.48
El humanidad está condimentando las salchichas.,El hombre añadió condimento al masa de agua en un tazón.,2.4,train,0.48
El varón está condimentando las salchichas.,El varón añadió relish al agua de lluvia en un tazón.,2.4,train,0.48
Un payaso está cantando y la gente está bailando.,Un payaso está cantando.,3.0,train,0.6
Un payaso está cantando y la masa está bailando.,Un payaso está cantando.,3.0,train,0.6
Una mujer está alimentando a un oso hormiguero.,Una mujer está cortando el ajo.,0.4,train,0.08
Una hembra adulta está alimentando a un oso hormiguero.,Una hembra adulta está cortando el ajo.,0.4,train,0.08
Una hembra adulta está alimentando a un ursidae hormiguero.,Una hembra adulta está cortando el ajo.,0.4,train,0.08
Una persona está enjuagando un filete con agua.,Un hombre está enjuagando un gran filete.,3.929,train,0.7857999999999999
Una persona está enjuagando un filete con ho.,Un hombre está enjuagando un gran filete.,3.929,train,0.7857999999999999
Una criatura está enjuagando un filete con agua.,Un marido está enjuagando un gran filete.,3.929,train,0.7857999999999999
Un chico montó su bicicleta en la parte superior de una valla metálica.,Un ciclista de BMX se pasea por la parte superior de una valla.,3.0,train,0.6
Un crío montó su bicicleta en la parte superior de una valla metálica.,Un ciclista de BMX se pasea por la parte superior de una valla.,3.0,train,0.6
Un chico montó su bicicleta en la parte superior de una valla metálica.,Un jinete de BMX se pasea por la parte superior de una valla.,3.0,train,0.6
Un hombre está lanzando cuchillos a un árbol.,Un hombre está mostrando magia.,1.75,train,0.35
Un humanidad está lanzando cuchillos a un árbol.,Un hombre está mostrando magia.,1.75,train,0.35
Un hombre está lanzando cuchillos a un árbol.,Un humanidad está mostrando hechicería.,1.75,train,0.35
Las chicas están caminando por el escenario.,Las mujeres modelos están caminando por una pasarela.,2.6,train,0.52
Las chicas están caminando por el escenario.,Las mujeres modelos están caminando por una planchada.,2.6,train,0.52
Las chicas están caminando por el escenario.,Las mujeres modelos están caminando por una paseo.,2.6,train,0.52
Una mujer está haciendo ejercicios de pesas.,Una mujer está haciendo ejercicio con una barra.,3.5,train,0.7
Una hembra adulta está haciendo ejercicios de pesas.,Una mujer está haciendo práctica con una bajío.,3.5,train,0.7
Una mujer está haciendo ejercicios de pesas.,Una hembra adulta está haciendo ejercicio con una barra.,3.5,train,0.7
Un hombre está pelando una patata.,Un hombre está de excursión.,0.5,train,0.1
Un mundo está pelando una chocho.,Un esposo está de excursión.,0.5,train,0.1
Un esposo está pelando una coño.,Un hombre está de excursión.,0.5,train,0.1
Un gran pájaro de pie en una mesa coge un vaso de plástico que contiene líquido y lo coloca en un bol de algo.,Un pájaro coge un vaso de plástico que contiene un líquido con su pico y lo pone en un bol.,3.5,train,0.7
Un gran pájaro de base en una mesa coge un vaso de plástico que contiene líquido y lo coloca en un bol de algo.,Un ave coge un vaso de plástico que contiene un liquido con su pico y lo pone en un bol.,3.5,train,0.7
Un gran pájaro de pie en una cocina coge un vaso de plástico que contiene líquido y lo coloca en un bol de algo.,Un pájaro coge un vaso de plástico que contiene un líquido con su pico y lo pone en un bol.,3.5,train,0.7
Una mujer está en la lluvia.,Un coche está conduciendo por la carretera.,0.0,train,0.0
Una hembra adulta está en la chaparrón.,Un coche está conduciendo por la carretera.,0.0,train,0.0
Una mujer está golpeando a un hombre.,Un hombre está sosteniendo un Loris lento.,0.0,train,0.0
Una mujer está golpeando a un humanidad.,Un hombre está sosteniendo un Loris lento.,0.0,train,0.0
Una hembra adulta está golpeando a un hombre.,Un marido está sosteniendo un Loris lento.,0.0,train,0.0
Una mujer está montando un elefante.,Un hombre se está levantando.,0.0,train,0.0
Una mujer está montando un elephantidae.,Un esposo se está levantando.,0.0,train,0.0
Una hembra adulta está montando un elephantidae.,Un hombre se está levantando.,0.0,train,0.0
Un hombre está levantando pesas.,Una mujer está ejercitando sus abdominales.,1.0,train,0.2
Un hombre está levantando pesas.,Una hembra adulta está ejercitando sus abdominales.,1.0,train,0.2
Un mundo está levantando pesas.,Una mujer está ejercitando sus abdominales.,1.0,train,0.2
Una persona está montando una moto de agua en las olas.,Una mujer está montando un seadoo.,2.0,train,0.4
Una alma está montando una moto de agua en las olas.,Una hembra adulta está montando un seadoo.,2.0,train,0.4
Una persona está montando una moto de ho en las olas.,Una mujer está montando un seadoo.,2.0,train,0.4
Una mujer lleva auriculares.,Una mujer está cortando algunas hojas de shiso.,0.6,train,0.12
Una hembra adulta lleva auriculares.,Una mujer está cortando algunas hojas de shiso.,0.6,train,0.12
Una hembra adulta lleva auriculares.,Una hembra adulta está cortando algunas hojas de shiso.,0.6,train,0.12
Un gatito está comiendo su comida de un plato.,Un gatito come algo de comida.,4.0,train,0.8
Un gatito está comiendo su sustento de un plato.,Un gatito come algo de alimentación.,4.0,train,0.8
Un gatito está comiendo su nutrición de un fuente.,Un gatito come algo de dieta.,4.0,train,0.8
Una mujer está leyendo una revista de estilo de vida.,Una mujer está cortando la carne en pedazos.,0.5,train,0.1
Una mujer está leyendo una revista de estilo de vida.,Una hembra adulta está cortando la forma en pedazos.,0.5,train,0.1
Una mujer está leyendo una revista de estilo de vida.,Una hembra adulta está cortando la carne en pedazos.,0.5,train,0.1
Un hombre está echando chile en un tazón.,Un hombre abre una lata y vierte el contenido en un tazón.,2.5,train,0.5
Un varón está echando chile en un tazón.,Un esposo abre una alboroto y vierte el tema en un tazón.,2.5,train,0.5
El pájaro se comió la comida del árbol de un tazón.,Un pájaro está comiendo de un tazón.,3.25,train,0.65
El pájaro se comió la comida del árbol de un tazón.,Un ave está comiendo de un tazón.,3.25,train,0.65
El gato se comió la comida del árbol de un tazón.,Un gato está comiendo de un tazón.,3.25,train,0.65
Un grupo de chicas están saliendo de un taxi.,Un video de Rihanna saliendo de un taxi.,2.0,train,0.4
Un círculo de chicas están saliendo de un taxi.,Un video de Rihanna saliendo de un taxi.,2.0,train,0.4
Una mujer está condimentando un trozo de carne.,Un hombre está cargando un rifle con balas.,0.0,train,0.0
Una hembra adulta está condimentando un pedazo de carne.,Un hombre está cargando un fusil con balas.,0.0,train,0.0
Una hembra adulta está condimentando un trozo de carne.,Un esposo está cargando un rifle con balas.,0.0,train,0.0
Un hombre está cortando una hoja de cilantro.,Un hombre está tocando una guitarra.,0.8,train,0.16
Un esposo está cortando una hoja de cilantro.,Un hombre está tocando una guitarra.,0.8,train,0.16
Un hombre está cortando una hoja de cilantro.,Un varón está tocando una guitarra.,0.8,train,0.16
Un hombre toma un trozo de pizza.,Un hombre habla por el móvil.,0.8,train,0.16
Un hombre toma un bola de pizza.,Un marido habla por el móvil.,0.8,train,0.16
Un hombre toma un pedazo de pizza.,Un esposo habla por el móvil.,0.8,train,0.16
Un hombre está colocando carne dentro de una bolsa de plástico.,Una mujer lleva un ualabí en una bolsa.,0.4,train,0.08
Un humanidad está colocando cuerpo dentro de una bolsillo de plástico.,Una mujer lleva un ualabí en una bolsillo.,0.4,train,0.08
Un marido está colocando físico dentro de una bolsillo de plástico.,Una mujer lleva un ualabí en una bolsillo.,0.4,train,0.08
Un rabino está hablando.,Un hombre está caminando sobre una cuerda.,0.0,train,0.0
Un rabino está hablando.,Un marido está caminando sobre una maroma.,0.0,train,0.0
Un rabino está hablando.,Un hombre está caminando sobre una soga.,0.0,train,0.0
Un hombre monta un caballo.,Una mujer frota la pierna de un bebé.,0.0,train,0.0
Un varón monta un caballería.,Una mujer frota la pierna de un bebé.,0.0,train,0.0
Un hombre está tocando la guitarra.,Smeone se está acostando.,0.0,train,0.0
Un esposo está tocando la guitarra.,Smeone se está acostando.,0.0,train,0.0
Un hombre está cortando un bollo.,Un hombre está rompiendo ollas.,0.4,train,0.08
Un mundo está cortando un bollo.,Un hombre está rompiendo ollas.,0.4,train,0.08
Un hombre está conduciendo un coche.,Una mujer sumerge un camarón en la masa.,0.0,train,0.0
Un humanidad está conduciendo un coche.,Una mujer sumerge un camarón en la masa.,0.0,train,0.0
Un mundo está conduciendo un vagón de pasajeros.,Una mujer sumerge un camarón en la gente.,0.0,train,0.0
Un perro está manoseando una mosca en la alfombra antes que él.,El perro jugó con un bicho en la alfombra.,3.6,train,0.72
Un can está manoseando una mosca en la alfombra antes que él.,El perro jugó con un bicho en la alfombra.,3.6,train,0.72
Un perro está manoseando una mosca en la alfombra antes que él.,El can jugó con un bicho en la alfombra.,3.6,train,0.72
Un perro está ladrando.,Un avión está volando.,0.231,train,0.0462
Un perro está ladrando.,Un aeroplano está volando.,0.231,train,0.0462
Un can está ladrando.,Un avión está volando.,0.231,train,0.0462
Un mono está caminando sobre una cama.,Un hombre está montando a caballo.,0.0,train,0.0
Un mono está caminando sobre una cama.,Un marido está montando a caballería.,0.0,train,0.0
Un mono está caminando sobre una cama.,Un varón está montando a caballo.,0.0,train,0.0
Una mujer está cocinando brócoli.,Un hombre está comiendo su comida.,0.5,train,0.1
Una hembra adulta está cocinando brócoli.,Un hombre está comiendo su comida.,0.5,train,0.1
Una mujer está cocinando brócoli.,Un varón está comiendo su comida.,0.5,train,0.1
Un hombre está friendo una tortilla.,Una persona está haciendo un truco de cartas.,0.0,train,0.0
Un mundo está friendo una tortilla.,Una creatura está haciendo un artimaña de cartas.,0.0,train,0.0
Un hombre está friendo una tortilla.,Una individuo está haciendo un artimaña de cartas.,0.0,train,0.0
Una mujer que sirve balones de voleibol sobre una red.,Una mujer le entrega las pelotas de voleibol a otra mujer que las sirve.,2.75,train,0.55
Una hembra adulta que sirve balones de voleibol sobre una enredo.,Una mujer le entrega las pelotas de voleibol a otra hembra adulta que las sirve.,2.75,train,0.55
Una hembra adulta que sirve balones de voleibol sobre una red.,Una mujer le entrega las pelotas de voleibol a otra hembra adulta que las sirve.,2.75,train,0.55
Un hombre está cortando pepino con un cuchillo.,Un hombre está cocinando una tortilla en una sartén.,0.75,train,0.15
Un esposo está cortando pepino con un cuchillo.,Un esposo está cocinando una tortilla en una sartén.,0.75,train,0.15
Un esposo está cortando pepino con un cuchillo.,Un hombre está cocinando una tortilla en una sartén.,0.75,train,0.15
Un hombre está tocando un teclado electrónico.,Una banda está tocando instrumentos.,1.25,train,0.25
Un hombre está tocando un violín.,El bebé está riendo y gateando.,0.0,train,0.0
Un marido está tocando un violín.,El bebé está riendo y gateando.,0.0,train,0.0
Un mundo está tocando un violín.,El bebé está riendo y gateando.,0.0,train,0.0
Un hombre corta el dedo del pie de una bota de cuero vacía con una espada.,Un hombre está cortando una bota con una espada.,3.75,train,0.75
Un hombre corta el casco del pie de una bota de pellejo vacía con una espada.,Un hombre está cortando una bota con una espada.,3.75,train,0.75
Un esposo corta el dedo del pie de una bota de cuero vacía con una espada.,Un marido está cortando una bota con una espada.,3.75,train,0.75
La persona está quitando las escamas del pez.,Una persona está descalzando un pez.,5.0,train,1.0
La mortal está quitando las escamas del pez.,Una mortal está descalzando un pez.,5.0,train,1.0
La persona está quitando las escamas del pez.,Una persona está descalzando un alquitrán.,5.0,train,1.0
La gente está caminando por el jardín.,Un chico está hablando con otro hombre.,0.0,train,0.0
La gente está caminando por el jardín.,Un menor de edad está hablando con otro varón.,0.0,train,0.0
La masa está caminando por el jardín.,Un chico está hablando con otro hombre.,0.0,train,0.0
Un niño pequeño monta un caballo.,La pequeña niña montaba un caballo.,3.2,train,0.64
Un crío pequeño monta un caballo.,La pequeña niña montaba un caballo.,3.2,train,0.64
Un chiqelo pequeño monta un caballo.,La pequeña pequeña montaba un caballería.,3.2,train,0.64
Una persona está cortando el ajo en trozos con un cuchillo.,Alguien está poniendo ingredientes en un wok.,0.75,train,0.15
Una persona está cortando el ajo en trozos con un cuchillo.,Individuo está poniendo ingredientes en un wok.,0.75,train,0.15
Una creatura está cortando el ajo en trozos con un cuchillo.,Alguien está poniendo ingredientes en un wok.,0.75,train,0.15
Un hombre está doblando un pedazo de papel.,Un hombre está cortando un recipiente de plástico con una espada.,0.5,train,0.1
Un mundo está doblando un pedazo de papel.,Un mundo está cortando un recipiente de plástico con una espada.,0.5,train,0.1
Un mundo está doblando un parte de papel.,Un hombre está cortando un recipiente de plástico con una espada.,0.5,train,0.1
El hombre fue empujado al agua.,Un hombre empuja a otro hombre al océano.,2.5,train,0.5
El marido fue empujado al lluvia.,Un varón empuja a otro mundo al océano.,2.5,train,0.5
El varón fue empujado al agua.,Un hombre empuja a otro hombre al océano.,2.5,train,0.5
Un chico está molesto jugando a los videojuegos.,Alguien está jugando a un gameboy.,1.75,train,0.35
Un chico está fastidioso jugando a los videojuegos.,Individuo está jugando a un gameboy.,1.75,train,0.35
Un chico está molesto jugando a los videojuegos.,Alma está jugando a un gameboy.,1.75,train,0.35
Un hombre hace una llamada a un teléfono móvil.,Un hombre está haciendo una llamada telefónica.,4.0,train,0.8
Un hombre hace una llamada a un teléfono móvil.,Un marido está haciendo una llamada telefónica.,4.0,train,0.8
Un hombre está hablando por teléfono.,Un oso panda está masticando un palo.,0.0,train,0.0
Un hombre está hablando por teléfono.,Un oso panda está masticando un lata.,0.0,train,0.0
Un esposo está hablando por número.,Un oso panda está masticando un palo.,0.0,train,0.0
Una mujer se está aplicando cosméticos en la cara.,Una mujer se está maquillando.,4.6,train,0.92
Una mujer se está aplicando cosméticos en la atrevimiento.,Una hembra adulta se está maquillando.,4.6,train,0.92
El hombre levantó pesas.,Un hombre levanta pesas.,4.0,train,0.8
El mundo levantó pesas.,Un hombre levanta pesas.,4.0,train,0.8
Una mujer alimenta a un animal a mano.,Las mujeres están alimentando al animal.,3.0,train,0.6
Una mujer alimenta a un fauna a mano.,Las mujeres están alimentando al melón.,3.0,train,0.6
Una mujer alimenta a un criatura a mano.,Las mujeres están alimentando al bestia.,3.0,train,0.6
Varios hurones salen de su jaula.,Los hurones bajan de un estante.,2.2,train,0.44
Una joven está tocando la flauta.,Una mujer está lavando la parte superior de un congelador.,0.0,train,0.0
Una joven está tocando la flauta.,Una hembra adulta está lavando la parte superior de un congelador.,0.0,train,0.0
Una mujer dispara una escopeta.,La mujer está disparando un rifle.,2.8,train,0.5599999999999999
Una mujer dispara una escopeta.,La hembra adulta está disparando un fusil.,2.8,train,0.5599999999999999
Una mujer dispara una escopeta.,La hembra adulta está disparando un rifle.,2.8,train,0.5599999999999999
Una persona está agregando polvo de chile al chile con frijoles.,El hombre está agregando condimento a los frijoles.,3.8,train,0.76
Una alguien está agregando polvo de chile al chile con frijoles.,El hombre está agregando aliño a los frijoles.,3.8,train,0.76
Una persona está agregando blanca nieves de chile al chile con frijoles.,El hombre está agregando condimento a los frijoles.,3.8,train,0.76
Una mujer dispara rápidamente una pistola.,Una mujer está disparando un arma.,4.4,train,0.8800000000000001
Una mujer dispara rápidamente una pistola.,Una hembra adulta está disparando un recurso.,4.4,train,0.8800000000000001
Una hembra adulta dispara rápidamente una revólver.,Una hembra adulta está disparando un arma de fuego.,4.4,train,0.8800000000000001
Una persona está cortando una cebolla.,Un solenodonte está caminando por el suelo.,0.0,train,0.0
Una alguno está cortando una cebolla.,Un solenodonte está caminando por el suelo.,0.0,train,0.0
Un perro está abriendo una nevera.,Un perro cierra la puerta del refrigerador.,1.75,train,0.35
Una mujer está sosteniendo un bebé que baila.,Una mujer está abusando de su hijo.,1.0,train,0.2
Una hembra adulta está sosteniendo un bebé que baila.,Una hembra adulta está abusando de su ninzzo.,1.0,train,0.2
Una mujer está sosteniendo un bebé que baila.,Una hembra adulta está abusando de su chaval.,1.0,train,0.2
Una mujer está haciendo un maquillaje de broma a un hombre.,La chica se maquillaba la cara de un hombre.,1.8,train,0.36
Una mujer está haciendo un maquillaje de broma a un mundo.,La chica se maquillaba la cara de un marido.,1.8,train,0.36
Una mujer está haciendo un maquillaje de broma a un varón.,La chica se maquillaba la cara de un mundo.,1.8,train,0.36
La señora añadió queso a la salsa.,Un hombre vierte un plato de queso rallado en una olla de salsa.,1.6,train,0.32
La sra añadió queso a la aderezo.,Un hombre vierte un fuente de queso rallado en una olla de aderezo.,1.6,train,0.32
La sra añadió queso a la salsa.,Un hombre vierte un fuente de queso rallado en una olla de salsa.,1.6,train,0.32
Un hombre está dando una conferencia en un podio.,Un hombre está dando una conferencia en un evento que celebra el juego de cricket.,2.333,train,0.4666
Un hombre está dando una clase en un podio.,Un esposo está dando una charla en un evento que celebra el juego de cricket.,2.333,train,0.4666
Un varón está dando una clase en un podio.,Un hombre está dando una conferencia en un evento que celebra el combinación de cricket.,2.333,train,0.4666
El gato se agitó bajo la cama.,Un gato se está arrastrando debajo del sofá.,2.0,train,0.4
El gata se agitó bajo la cama.,Un gato se está arrastrando debajo del diván.,2.0,train,0.4
El gato se agitó bajo la cama.,Un gata se está arrastrando debajo del diván.,2.0,train,0.4
Una mujer está cortando el ajo.,Una mujer corta un pescado.,1.0,train,0.2
Una mujer está cortando el ajo.,Una hembra adulta corta un pescado.,1.0,train,0.2
Un hombre está cortando la hierba.,Un hombre enmascarado canta.,0.0,train,0.0
Un varón está cortando la hierba.,Un hombre enmascarado canta.,0.0,train,0.0
Un hombre está cortando la maría.,Un hombre enmascarado canta.,0.0,train,0.0
Un hombre está cortando la hierba.,Un payaso está cantando.,0.0,train,0.0
Un esposo está cortando la hierba.,Un payaso está cantando.,0.0,train,0.0
Un chico se escapa de su sedal.,Un niño corre delante de los peces colgados de la caña de pescar.,3.0,train,0.6
Un chico se escapa de su sedal.,Un niño corre delante de los peces colgados de la caña de coger.,3.0,train,0.6
Un menor de edad se escapa de su sedal.,Un niño corre delante de los peces colgados de la caña de raptar.,3.0,train,0.6
El hombre jugaba al haki sak en la oficina.,El hombre está sazonando las verduras.,0.4,train,0.08
Un hombre lleva a otro hombre a la espalda.,Un hombre está tomando fotos de una hormiga.,0.4,train,0.08
Un hombre lleva a otro marido a la estilo espalda.,Un humanidad está tomando fotos de una hormiga.,0.4,train,0.08
Un hombre lleva a otro hombre a la rosario.,Un humanidad está tomando fotos de una hormiga.,0.4,train,0.08
La carne se deja caer en una sartén.,Una mujer está poniendo carne en una sartén.,3.25,train,0.65
La físico se deja disminuir en una sartén.,Una hembra adulta está poniendo físico en una sartén.,3.25,train,0.65
La carne se deja bajar en una sartén.,Una hembra adulta está poniendo figura en una sartén.,3.25,train,0.65
Una mujer está cortando cebolletas.,Una mujer cae en un castillo de arena.,0.0,train,0.0
Una mujer está cortando cebolletas.,Una mujer cae en un palacio de palestra.,0.0,train,0.0
Una mujer está cortando cebolletas.,Una mujer cae en un palacio de arena.,0.0,train,0.0
Un hombre está mojando una pelota.,Una mujer está cortando algunas cebollas.,0.0,train,0.0
Un varón está mojando una pelota.,Una mujer está cortando algunas cebollas.,0.0,train,0.0
Un mundo está mojando una smoothie.,Una hembra adulta está cortando algunas cebollas.,0.0,train,0.0
Una máquina está afilando un lápiz.,Una chica está montando en bicicleta.,0.0,train,0.0
Una coche está afilando un lápiz.,Una pequeña está montando en bicicleta.,0.0,train,0.0
Una mujer se está cepillando los pies.,El sol está saliendo detrás de los árboles.,0.0,train,0.0
Una hembra adulta se está cepillando los pies.,El corazón está saliendo detrás de los árboles.,0.0,train,0.0
Un hombre está limpiando las ventanas.,Un hombre está conduciendo un coche.,0.4,train,0.08
Un hombre está limpiando las ventanas.,Un hombre está conduciendo un auto.,0.4,train,0.08
Una persona está removiendo arroz.,Una mujer está rompiendo un huevo.,1.0,train,0.2
Una alguien está removiendo arroz.,Una mujer está rompiendo un testículo.,1.0,train,0.2
